what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292498811309
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292498811761
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292498812323
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498813446
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498815271
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292498828110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498830543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498835801
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1292498860917
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292498863132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1292498888326
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292498894956
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292498920306
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292498925859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292498936842
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292498950773
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498964516
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498965452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498966014
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498966794
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498967527
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498968213
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292498989195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292498991395
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292499067632
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292499069613
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292499077289
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292499083997
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292499092561
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292499097350
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292499118801
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500291819
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500434829
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292500437778
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292500452757
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500462009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500462166
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500462322
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500462743
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500462899
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500463070
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500463242
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500463414
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500463554
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500463741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500463913
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500464085
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500464256
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500464428
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292500464631
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292500477253
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500479141
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500481513
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292500482870
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500488034
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500488081
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292500498363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500500641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500504214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500506711
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500532642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500533360
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292500535154
