what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1292415049471
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292415066093
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292415068492
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415071509
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415071754
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1292415071971
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1292415103206
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415114256
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415162122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415190341
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415214450
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292415218920
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1292415219100
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.activateEditor",1292415221553
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292415222452
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292415229337
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292415230994
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415231269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415247952
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415269826
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415271036
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415306156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415307158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415312940
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292415316693
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1292415316852
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292415320047
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292415325260
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292415327740
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415328018
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415355988
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415444269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415444312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415444834
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415486347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415487475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415489177
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415744889
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1292415752210
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415760502
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415760667
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1292415762767
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415763019
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415763402
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292415765378
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292415765594
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415830407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415831161
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415831333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415831945
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415832277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415961814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415985463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292415995036
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416021763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416028290
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416035576
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416041487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416045410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416216847
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416218376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416238409
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416243719
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416296347
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416298337
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416300137
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416300982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292416303440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292424487208
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1292424493210
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1292424493300
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1292424493373
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1292424493535
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1292424493538
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292424494200
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1292497150495
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1292497150497
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1292497150498
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1292497150500
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1292497150502
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1292497150503
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1292497150504
