what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019882725
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298019888037
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298019932964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298019933058
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298019934701
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298019938785
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019950999
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019951356
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019952392
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019952619
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019953167
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019953373
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019953528
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019953933
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019954175
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019954233
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019954668
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019954890
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019954957
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019956069
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298019956236
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019957005
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298019957300
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019972346
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298019972571
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298019976352
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298019996118
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020008532
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020015917
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020029071
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1298020029090
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020032925
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020039940
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020041509
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020054477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020056166
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020063300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020063423
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020064926
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1298020065760
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020071115
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020079234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020091712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020099230
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020101329
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020114101
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020114202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020115714
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1298020118771
started,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1298020118828
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1298020119738
started,bundle,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.ui",1298020120369
started,bundle,org.eclipse.jst.jsp.core,1.2.302.v201008251735,"org.eclipse.jst.jsp.core",1298020120786
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1298020121335
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1298020121447
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1298020121632
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1298020122057
started,bundle,org.eclipse.jem.workbench,2.0.300.v200910290230,"org.eclipse.jem.workbench",1298020123016
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1298020123720
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1298020123751
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1298020124416
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020137552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020147806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020156639
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020161282
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020162717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020172504
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020177779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020182357
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020209578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020219549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020229176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020229283
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020230622
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020237234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298020256225
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1298020256398
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1298020260398
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298020262564
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020279887
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020281428
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020282088
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020282234
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020282823
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020283028
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020283495
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020283729
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020284222
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020284463
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020285502
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020285572
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020286042
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020286223
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020286637
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1298020286837
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298020287437
